ssp,time,tas,ensemble,model
ssp126,2081,12.946014,NEX,MIROC-ES2L
ssp126,2082,12.942688,NEX,MIROC-ES2L
ssp126,2083,15.743652,NEX,MIROC-ES2L
ssp126,2084,13.984863,NEX,MIROC-ES2L
ssp126,2085,14.595245,NEX,MIROC-ES2L
ssp126,2086,13.356323,NEX,MIROC-ES2L
ssp126,2087,14.736237,NEX,MIROC-ES2L
ssp126,2088,13.259827,NEX,MIROC-ES2L
ssp126,2089,14.371277,NEX,MIROC-ES2L
ssp126,2090,13.398743,NEX,MIROC-ES2L
ssp126,2091,14.709869,NEX,MIROC-ES2L
ssp126,2092,13.657806,NEX,MIROC-ES2L
ssp126,2093,13.453308,NEX,MIROC-ES2L
ssp126,2094,13.575226,NEX,MIROC-ES2L
ssp126,2095,13.997772,NEX,MIROC-ES2L
ssp126,2096,15.9513855,NEX,MIROC-ES2L
ssp126,2097,13.083405,NEX,MIROC-ES2L
ssp126,2098,13.249329,NEX,MIROC-ES2L
ssp126,2099,13.314362,NEX,MIROC-ES2L
ssp126,2100,14.520416,NEX,MIROC-ES2L
ssp245,2015,12.86908,NEX,MIROC-ES2L
ssp245,2016,11.10791,NEX,MIROC-ES2L
ssp245,2017,10.241455,NEX,MIROC-ES2L
ssp245,2018,12.172211,NEX,MIROC-ES2L
ssp245,2019,13.738556,NEX,MIROC-ES2L
ssp245,2020,14.044647,NEX,MIROC-ES2L
ssp245,2021,13.4331665,NEX,MIROC-ES2L
ssp245,2022,13.434937,NEX,MIROC-ES2L
ssp245,2023,13.439911,NEX,MIROC-ES2L
ssp245,2024,12.215393,NEX,MIROC-ES2L
ssp245,2025,12.740295,NEX,MIROC-ES2L
ssp245,2026,12.071411,NEX,MIROC-ES2L
ssp245,2027,12.945007,NEX,MIROC-ES2L
ssp245,2028,13.288513,NEX,MIROC-ES2L
ssp245,2029,12.878937,NEX,MIROC-ES2L
ssp245,2030,11.3819275,NEX,MIROC-ES2L
ssp245,2031,12.100922,NEX,MIROC-ES2L
ssp245,2032,13.271851,NEX,MIROC-ES2L
ssp245,2033,14.022278,NEX,MIROC-ES2L
ssp245,2034,13.030273,NEX,MIROC-ES2L
ssp245,2035,13.601013,NEX,MIROC-ES2L
ssp245,2036,12.90744,NEX,MIROC-ES2L
ssp245,2037,12.646118,NEX,MIROC-ES2L
ssp245,2038,13.322876,NEX,MIROC-ES2L
ssp245,2039,12.786072,NEX,MIROC-ES2L
ssp245,2040,13.180847,NEX,MIROC-ES2L
ssp245,2041,14.305237,NEX,MIROC-ES2L
ssp245,2042,13.73349,NEX,MIROC-ES2L
ssp245,2043,14.398254,NEX,MIROC-ES2L
ssp245,2044,12.178711,NEX,MIROC-ES2L
ssp245,2045,13.225555,NEX,MIROC-ES2L
ssp245,2046,13.960632,NEX,MIROC-ES2L
ssp245,2047,13.717468,NEX,MIROC-ES2L
ssp245,2048,12.850647,NEX,MIROC-ES2L
ssp245,2049,13.071472,NEX,MIROC-ES2L
ssp245,2050,14.117828,NEX,MIROC-ES2L
ssp245,2051,14.638519,NEX,MIROC-ES2L
ssp245,2052,13.047974,NEX,MIROC-ES2L
ssp245,2053,13.4627075,NEX,MIROC-ES2L
ssp245,2054,13.130005,NEX,MIROC-ES2L
ssp245,2055,15.352386,NEX,MIROC-ES2L
ssp245,2056,13.303589,NEX,MIROC-ES2L
ssp245,2057,13.295868,NEX,MIROC-ES2L
ssp245,2058,13.659119,NEX,MIROC-ES2L
ssp245,2059,14.426941,NEX,MIROC-ES2L
ssp245,2060,14.161346,NEX,MIROC-ES2L
ssp245,2061,13.794495,NEX,MIROC-ES2L
ssp245,2062,12.4729,NEX,MIROC-ES2L
ssp245,2063,13.94162,NEX,MIROC-ES2L
ssp245,2064,15.057922,NEX,MIROC-ES2L
ssp245,2065,13.776062,NEX,MIROC-ES2L
ssp245,2066,13.499329,NEX,MIROC-ES2L
ssp245,2067,12.736023,NEX,MIROC-ES2L
ssp245,2068,14.400116,NEX,MIROC-ES2L
ssp245,2069,14.621674,NEX,MIROC-ES2L
ssp245,2070,14.242401,NEX,MIROC-ES2L
ssp245,2071,13.333527,NEX,MIROC-ES2L
ssp245,2072,14.283508,NEX,MIROC-ES2L
ssp245,2073,13.267517,NEX,MIROC-ES2L
ssp245,2074,12.657593,NEX,MIROC-ES2L
ssp245,2075,13.009033,NEX,MIROC-ES2L
ssp245,2076,14.852539,NEX,MIROC-ES2L
ssp245,2077,14.398651,NEX,MIROC-ES2L
ssp245,2078,15.085175,NEX,MIROC-ES2L
ssp245,2079,14.673798,NEX,MIROC-ES2L
ssp245,2080,15.707886,NEX,MIROC-ES2L
ssp245,2081,14.492554,NEX,MIROC-ES2L
ssp245,2082,13.61087,NEX,MIROC-ES2L
ssp245,2083,13.4964905,NEX,MIROC-ES2L
ssp245,2084,14.109131,NEX,MIROC-ES2L
ssp245,2085,14.904724,NEX,MIROC-ES2L
ssp245,2086,14.809326,NEX,MIROC-ES2L
ssp245,2087,14.812927,NEX,MIROC-ES2L
ssp245,2088,13.66394,NEX,MIROC-ES2L
ssp245,2089,14.1944275,NEX,MIROC-ES2L
ssp245,2090,14.897766,NEX,MIROC-ES2L
ssp245,2091,15.010834,NEX,MIROC-ES2L
ssp245,2092,13.467773,NEX,MIROC-ES2L
ssp245,2093,14.076019,NEX,MIROC-ES2L
ssp245,2094,14.073456,NEX,MIROC-ES2L
ssp245,2095,14.013184,NEX,MIROC-ES2L
ssp245,2096,14.985413,NEX,MIROC-ES2L
ssp245,2097,13.997864,NEX,MIROC-ES2L
ssp245,2098,14.496033,NEX,MIROC-ES2L
ssp245,2099,14.888123,NEX,MIROC-ES2L
ssp245,2100,14.509857,NEX,MIROC-ES2L
ssp370,2015,12.620331,NEX,MIROC-ES2L
ssp370,2016,11.927246,NEX,MIROC-ES2L
ssp370,2017,13.0269165,NEX,MIROC-ES2L
ssp370,2018,12.957184,NEX,MIROC-ES2L
ssp370,2019,12.953491,NEX,MIROC-ES2L
ssp370,2020,14.542816,NEX,MIROC-ES2L
ssp370,2021,13.649017,NEX,MIROC-ES2L
ssp370,2022,14.266968,NEX,MIROC-ES2L
ssp370,2023,14.42868,NEX,MIROC-ES2L
ssp370,2024,13.606018,NEX,MIROC-ES2L
ssp370,2025,12.969635,NEX,MIROC-ES2L
ssp370,2026,13.445648,NEX,MIROC-ES2L
ssp370,2027,13.73877,NEX,MIROC-ES2L
ssp370,2028,13.74173,NEX,MIROC-ES2L
ssp370,2029,12.833984,NEX,MIROC-ES2L
ssp370,2030,11.725769,NEX,MIROC-ES2L
ssp370,2031,14.35672,NEX,MIROC-ES2L
ssp370,2032,13.306335,NEX,MIROC-ES2L
ssp370,2033,13.901337,NEX,MIROC-ES2L
ssp370,2034,12.698181,NEX,MIROC-ES2L
ssp370,2035,13.542419,NEX,MIROC-ES2L
ssp370,2036,14.070801,NEX,MIROC-ES2L
ssp370,2037,13.36795,NEX,MIROC-ES2L
ssp370,2038,13.919098,NEX,MIROC-ES2L
ssp370,2039,13.459412,NEX,MIROC-ES2L
ssp370,2040,13.729675,NEX,MIROC-ES2L
ssp370,2041,14.623199,NEX,MIROC-ES2L
ssp370,2042,14.128937,NEX,MIROC-ES2L
ssp370,2043,12.878784,NEX,MIROC-ES2L
ssp370,2044,12.881256,NEX,MIROC-ES2L
ssp370,2045,14.4566345,NEX,MIROC-ES2L
ssp370,2046,14.179169,NEX,MIROC-ES2L
ssp370,2047,13.873993,NEX,MIROC-ES2L
ssp370,2048,12.683197,NEX,MIROC-ES2L
ssp370,2049,13.54599,NEX,MIROC-ES2L
ssp370,2050,14.183838,NEX,MIROC-ES2L
ssp370,2051,14.040039,NEX,MIROC-ES2L
ssp370,2052,13.826752,NEX,MIROC-ES2L
ssp370,2053,13.43454,NEX,MIROC-ES2L
ssp370,2054,14.523193,NEX,MIROC-ES2L
ssp370,2055,14.106262,NEX,MIROC-ES2L
ssp370,2056,13.694885,NEX,MIROC-ES2L
ssp370,2057,14.176331,NEX,MIROC-ES2L
ssp370,2058,14.613312,NEX,MIROC-ES2L
ssp370,2059,13.878174,NEX,MIROC-ES2L
ssp370,2060,14.485168,NEX,MIROC-ES2L
ssp370,2061,13.065094,NEX,MIROC-ES2L
ssp370,2062,13.853424,NEX,MIROC-ES2L
ssp370,2063,13.830475,NEX,MIROC-ES2L
ssp370,2064,13.984283,NEX,MIROC-ES2L
ssp370,2065,13.955414,NEX,MIROC-ES2L
ssp370,2066,14.310181,NEX,MIROC-ES2L
ssp370,2067,14.420929,NEX,MIROC-ES2L
ssp370,2068,13.975372,NEX,MIROC-ES2L
ssp370,2069,13.713959,NEX,MIROC-ES2L
ssp370,2070,14.520721,NEX,MIROC-ES2L
ssp370,2071,14.498993,NEX,MIROC-ES2L
ssp370,2072,14.3593445,NEX,MIROC-ES2L
ssp370,2073,14.35379,NEX,MIROC-ES2L
ssp370,2074,14.361084,NEX,MIROC-ES2L
ssp370,2075,16.060974,NEX,MIROC-ES2L
ssp370,2076,14.671082,NEX,MIROC-ES2L
ssp370,2077,14.181519,NEX,MIROC-ES2L
ssp370,2078,14.884308,NEX,MIROC-ES2L
ssp370,2079,15.5086975,NEX,MIROC-ES2L
ssp370,2080,15.379578,NEX,MIROC-ES2L
ssp370,2081,15.084625,NEX,MIROC-ES2L
ssp370,2082,14.787689,NEX,MIROC-ES2L
ssp370,2083,15.166168,NEX,MIROC-ES2L
ssp370,2084,15.608826,NEX,MIROC-ES2L
ssp370,2085,15.510345,NEX,MIROC-ES2L
ssp370,2086,14.5746765,NEX,MIROC-ES2L
ssp370,2087,14.439697,NEX,MIROC-ES2L
ssp370,2088,14.569855,NEX,MIROC-ES2L
ssp370,2089,15.500916,NEX,MIROC-ES2L
ssp370,2090,15.17868,NEX,MIROC-ES2L
ssp370,2091,14.902618,NEX,MIROC-ES2L
ssp370,2092,15.51767,NEX,MIROC-ES2L
ssp370,2093,15.730286,NEX,MIROC-ES2L
ssp370,2094,15.244995,NEX,MIROC-ES2L
ssp370,2095,15.740265,NEX,MIROC-ES2L
ssp370,2096,15.446075,NEX,MIROC-ES2L
ssp370,2097,16.210083,NEX,MIROC-ES2L
ssp370,2098,16.270569,NEX,MIROC-ES2L
ssp370,2099,13.761566,NEX,MIROC-ES2L
ssp370,2100,16.588074,NEX,MIROC-ES2L
ssp585,2015,13.086975,NEX,MIROC-ES2L
ssp585,2016,12.276794,NEX,MIROC-ES2L
ssp585,2017,11.172394,NEX,MIROC-ES2L
ssp585,2018,12.196136,NEX,MIROC-ES2L
ssp585,2019,13.456116,NEX,MIROC-ES2L
ssp585,2020,12.6910095,NEX,MIROC-ES2L
ssp585,2021,13.274689,NEX,MIROC-ES2L
ssp585,2022,12.670654,NEX,MIROC-ES2L
ssp585,2023,13.195099,NEX,MIROC-ES2L
ssp585,2024,13.165466,NEX,MIROC-ES2L
ssp585,2025,12.066742,NEX,MIROC-ES2L
ssp585,2026,13.745697,NEX,MIROC-ES2L
ssp585,2027,12.748199,NEX,MIROC-ES2L
ssp585,2028,13.223145,NEX,MIROC-ES2L
ssp585,2029,13.45929,NEX,MIROC-ES2L
ssp585,2030,14.274567,NEX,MIROC-ES2L
ssp585,2031,12.921692,NEX,MIROC-ES2L
ssp585,2032,13.083527,NEX,MIROC-ES2L
ssp585,2033,13.433807,NEX,MIROC-ES2L
ssp585,2034,13.606262,NEX,MIROC-ES2L
ssp585,2035,14.530365,NEX,MIROC-ES2L
ssp585,2036,13.822479,NEX,MIROC-ES2L
ssp585,2037,12.922424,NEX,MIROC-ES2L
ssp585,2038,13.339355,NEX,MIROC-ES2L
ssp585,2039,14.350616,NEX,MIROC-ES2L
ssp585,2040,13.571991,NEX,MIROC-ES2L
ssp585,2041,12.947815,NEX,MIROC-ES2L
ssp585,2042,14.049286,NEX,MIROC-ES2L
ssp585,2043,14.989777,NEX,MIROC-ES2L
ssp585,2044,13.8591,NEX,MIROC-ES2L
ssp585,2045,13.917664,NEX,MIROC-ES2L
ssp585,2046,13.178864,NEX,MIROC-ES2L
ssp585,2047,13.51059,NEX,MIROC-ES2L
ssp585,2048,15.191681,NEX,MIROC-ES2L
ssp585,2049,13.661072,NEX,MIROC-ES2L
ssp585,2050,13.6388855,NEX,MIROC-ES2L
ssp585,2051,13.9592285,NEX,MIROC-ES2L
ssp585,2052,14.6310425,NEX,MIROC-ES2L
ssp585,2053,14.816406,NEX,MIROC-ES2L
ssp585,2054,14.243103,NEX,MIROC-ES2L
ssp585,2055,14.147461,NEX,MIROC-ES2L
ssp585,2056,13.2795105,NEX,MIROC-ES2L
ssp585,2057,14.630585,NEX,MIROC-ES2L
ssp585,2058,15.110809,NEX,MIROC-ES2L
ssp585,2059,15.530243,NEX,MIROC-ES2L
ssp585,2060,14.606445,NEX,MIROC-ES2L
ssp585,2061,15.234711,NEX,MIROC-ES2L
ssp585,2062,14.911591,NEX,MIROC-ES2L
ssp585,2063,14.8888855,NEX,MIROC-ES2L
ssp585,2064,14.124268,NEX,MIROC-ES2L
ssp585,2065,16.157623,NEX,MIROC-ES2L
ssp585,2066,14.927704,NEX,MIROC-ES2L
ssp585,2067,13.425598,NEX,MIROC-ES2L
ssp585,2068,13.598236,NEX,MIROC-ES2L
ssp585,2069,15.3107605,NEX,MIROC-ES2L
ssp585,2070,15.462067,NEX,MIROC-ES2L
ssp585,2071,15.155701,NEX,MIROC-ES2L
ssp585,2072,14.487549,NEX,MIROC-ES2L
ssp585,2073,15.309784,NEX,MIROC-ES2L
ssp585,2074,15.281555,NEX,MIROC-ES2L
ssp585,2075,14.89621,NEX,MIROC-ES2L
ssp585,2076,13.577179,NEX,MIROC-ES2L
ssp585,2077,14.979492,NEX,MIROC-ES2L
ssp585,2078,16.509735,NEX,MIROC-ES2L
ssp585,2079,16.256287,NEX,MIROC-ES2L
ssp585,2080,16.376953,NEX,MIROC-ES2L
ssp585,2081,14.303253,NEX,MIROC-ES2L
ssp585,2082,15.550781,NEX,MIROC-ES2L
ssp585,2083,16.741455,NEX,MIROC-ES2L
ssp585,2084,15.35025,NEX,MIROC-ES2L
ssp585,2085,15.205231,NEX,MIROC-ES2L
ssp585,2086,15.071594,NEX,MIROC-ES2L
ssp585,2087,15.541107,NEX,MIROC-ES2L
ssp585,2088,15.966675,NEX,MIROC-ES2L
ssp585,2089,16.440277,NEX,MIROC-ES2L
ssp585,2090,16.12146,NEX,MIROC-ES2L
ssp585,2091,17.300537,NEX,MIROC-ES2L
ssp585,2092,16.609436,NEX,MIROC-ES2L
ssp585,2093,15.828766,NEX,MIROC-ES2L
ssp585,2094,16.867981,NEX,MIROC-ES2L
ssp585,2095,17.016815,NEX,MIROC-ES2L
ssp585,2096,16.252441,NEX,MIROC-ES2L
ssp585,2097,15.777649,NEX,MIROC-ES2L
ssp585,2098,16.510803,NEX,MIROC-ES2L
ssp585,2099,17.186768,NEX,MIROC-ES2L
ssp585,2100,17.083069,NEX,MIROC-ES2L
ssp126,2015,12.530365,NEX,MIROC6
ssp126,2016,11.962463,NEX,MIROC6
ssp126,2017,11.575897,NEX,MIROC6
ssp126,2018,12.253784,NEX,MIROC6
ssp126,2019,13.868011,NEX,MIROC6
ssp126,2020,14.162109,NEX,MIROC6
ssp126,2021,11.906799,NEX,MIROC6
ssp126,2022,12.883209,NEX,MIROC6
ssp126,2023,13.045837,NEX,MIROC6
ssp126,2024,13.270386,NEX,MIROC6
ssp126,2025,14.776794,NEX,MIROC6
ssp126,2026,12.73114,NEX,MIROC6
ssp126,2027,12.397278,NEX,MIROC6
ssp126,2028,12.590149,NEX,MIROC6
ssp126,2029,13.941864,NEX,MIROC6
ssp126,2030,14.393555,NEX,MIROC6
ssp126,2031,13.171295,NEX,MIROC6
ssp126,2032,13.1073,NEX,MIROC6
ssp126,2033,12.920868,NEX,MIROC6
ssp126,2034,12.175507,NEX,MIROC6
ssp126,2035,12.238953,NEX,MIROC6
ssp126,2036,13.675659,NEX,MIROC6
ssp126,2037,13.927673,NEX,MIROC6
ssp126,2038,13.497437,NEX,MIROC6
ssp126,2039,12.695282,NEX,MIROC6
ssp126,2040,13.316498,NEX,MIROC6
ssp126,2041,12.833191,NEX,MIROC6
ssp126,2042,13.378052,NEX,MIROC6
ssp126,2043,14.152283,NEX,MIROC6
ssp126,2044,13.631653,NEX,MIROC6
ssp126,2045,13.522003,NEX,MIROC6
ssp126,2046,14.2256775,NEX,MIROC6
ssp126,2047,14.162964,NEX,MIROC6
ssp126,2048,13.1458435,NEX,MIROC6
ssp126,2049,13.00708,NEX,MIROC6
ssp126,2050,14.18689,NEX,MIROC6
ssp126,2051,13.846893,NEX,MIROC6
ssp126,2052,12.284027,NEX,MIROC6
ssp126,2053,12.577911,NEX,MIROC6
ssp126,2054,13.999756,NEX,MIROC6
ssp126,2055,14.2126465,NEX,MIROC6
ssp126,2056,14.176666,NEX,MIROC6
ssp126,2057,13.563843,NEX,MIROC6
ssp126,2058,13.991394,NEX,MIROC6
ssp126,2059,13.416992,NEX,MIROC6
ssp126,2060,14.066162,NEX,MIROC6
ssp126,2061,14.867706,NEX,MIROC6
ssp126,2062,13.785492,NEX,MIROC6
ssp126,2063,13.754791,NEX,MIROC6
ssp126,2064,12.69635,NEX,MIROC6
ssp126,2065,13.44455,NEX,MIROC6
ssp126,2066,13.73111,NEX,MIROC6
ssp126,2067,14.371674,NEX,MIROC6
ssp126,2068,13.458435,NEX,MIROC6
ssp126,2069,14.32312,NEX,MIROC6
ssp126,2070,13.902161,NEX,MIROC6
ssp126,2071,13.717804,NEX,MIROC6
ssp126,2072,14.289459,NEX,MIROC6
ssp126,2073,14.311554,NEX,MIROC6
ssp126,2074,13.538666,NEX,MIROC6
ssp126,2075,12.866272,NEX,MIROC6
ssp126,2076,13.857727,NEX,MIROC6
ssp126,2077,14.928467,NEX,MIROC6
ssp126,2078,14.674438,NEX,MIROC6
ssp126,2079,13.841278,NEX,MIROC6
ssp126,2080,13.616974,NEX,MIROC6
ssp126,2081,13.912384,NEX,MIROC6
ssp126,2082,14.149872,NEX,MIROC6
ssp126,2083,13.090576,NEX,MIROC6
ssp126,2084,13.457886,NEX,MIROC6
ssp126,2085,14.905304,NEX,MIROC6
ssp126,2086,14.846161,NEX,MIROC6
ssp126,2087,13.200317,NEX,MIROC6
ssp126,2088,12.396057,NEX,MIROC6
ssp126,2089,13.95578,NEX,MIROC6
ssp126,2090,13.883362,NEX,MIROC6
ssp126,2091,12.821106,NEX,MIROC6
ssp126,2092,13.856415,NEX,MIROC6
ssp126,2093,14.113739,NEX,MIROC6
ssp126,2094,12.325073,NEX,MIROC6
ssp126,2095,13.346527,NEX,MIROC6
ssp126,2096,13.130646,NEX,MIROC6
ssp126,2097,12.580688,NEX,MIROC6
ssp126,2098,13.513519,NEX,MIROC6
ssp126,2099,14.048218,NEX,MIROC6
ssp126,2100,13.141968,NEX,MIROC6
ssp245,2015,13.217163,NEX,MIROC6
ssp245,2016,12.876343,NEX,MIROC6
ssp245,2017,12.911102,NEX,MIROC6
ssp245,2018,13.285858,NEX,MIROC6
ssp245,2019,12.976929,NEX,MIROC6
ssp245,2020,12.136993,NEX,MIROC6
ssp245,2021,12.923218,NEX,MIROC6
ssp245,2022,13.411194,NEX,MIROC6
ssp245,2023,12.759949,NEX,MIROC6
ssp245,2024,12.100098,NEX,MIROC6
ssp245,2025,12.034027,NEX,MIROC6
ssp245,2026,13.165466,NEX,MIROC6
ssp245,2027,13.965118,NEX,MIROC6
ssp245,2028,14.201416,NEX,MIROC6
ssp245,2029,12.852203,NEX,MIROC6
ssp245,2030,12.839783,NEX,MIROC6
ssp245,2031,14.089996,NEX,MIROC6
ssp245,2032,13.723419,NEX,MIROC6
ssp245,2033,13.630585,NEX,MIROC6
ssp245,2034,12.715149,NEX,MIROC6
ssp245,2035,12.054352,NEX,MIROC6
ssp245,2036,13.454132,NEX,MIROC6
ssp245,2037,14.410736,NEX,MIROC6
ssp245,2038,14.466888,NEX,MIROC6
ssp245,2039,14.0789795,NEX,MIROC6
ssp245,2040,13.155548,NEX,MIROC6
ssp245,2041,13.117462,NEX,MIROC6
ssp245,2042,13.89917,NEX,MIROC6
ssp245,2043,13.902344,NEX,MIROC6
ssp245,2044,14.210419,NEX,MIROC6
ssp245,2045,13.132477,NEX,MIROC6
ssp245,2046,13.046265,NEX,MIROC6
ssp245,2047,14.770691,NEX,MIROC6
ssp245,2048,14.911591,NEX,MIROC6
ssp245,2049,13.986786,NEX,MIROC6
ssp245,2050,12.1883545,NEX,MIROC6
ssp245,2051,13.028656,NEX,MIROC6
ssp245,2052,13.577087,NEX,MIROC6
ssp245,2053,14.6910095,NEX,MIROC6
ssp245,2054,12.99704,NEX,MIROC6
ssp245,2055,13.937958,NEX,MIROC6
ssp245,2056,14.138458,NEX,MIROC6
ssp245,2057,13.945618,NEX,MIROC6
ssp245,2058,13.666565,NEX,MIROC6
ssp245,2059,14.623749,NEX,MIROC6
ssp245,2060,14.767761,NEX,MIROC6
ssp245,2061,14.0008545,NEX,MIROC6
ssp245,2062,13.851776,NEX,MIROC6
ssp245,2063,13.415649,NEX,MIROC6
ssp245,2064,13.913574,NEX,MIROC6
ssp245,2065,15.121979,NEX,MIROC6
ssp245,2066,14.12027,NEX,MIROC6
ssp245,2067,13.280853,NEX,MIROC6
ssp245,2068,15.312042,NEX,MIROC6
ssp245,2069,15.200806,NEX,MIROC6
ssp245,2070,13.964783,NEX,MIROC6
ssp245,2071,13.981171,NEX,MIROC6
ssp245,2072,13.863251,NEX,MIROC6
ssp245,2073,13.80954,NEX,MIROC6
ssp245,2074,13.829254,NEX,MIROC6
ssp245,2075,13.3220215,NEX,MIROC6
ssp245,2076,14.4114685,NEX,MIROC6
ssp245,2077,15.200409,NEX,MIROC6
ssp245,2078,14.401276,NEX,MIROC6
ssp245,2079,13.45636,NEX,MIROC6
ssp245,2080,13.608978,NEX,MIROC6
ssp245,2081,14.409821,NEX,MIROC6
ssp245,2082,14.988373,NEX,MIROC6
ssp245,2083,13.677246,NEX,MIROC6
ssp245,2084,13.511078,NEX,MIROC6
ssp245,2085,12.970337,NEX,MIROC6
ssp245,2086,15.269562,NEX,MIROC6
ssp245,2087,14.856781,NEX,MIROC6
ssp245,2088,14.527374,NEX,MIROC6
ssp245,2089,14.577332,NEX,MIROC6
ssp245,2090,14.76532,NEX,MIROC6
ssp245,2091,15.093353,NEX,MIROC6
ssp245,2092,15.231079,NEX,MIROC6
ssp245,2093,14.6405945,NEX,MIROC6
ssp245,2094,14.718414,NEX,MIROC6
ssp245,2095,14.657806,NEX,MIROC6
ssp245,2096,14.468872,NEX,MIROC6
ssp245,2097,14.705627,NEX,MIROC6
ssp245,2098,14.661407,NEX,MIROC6
ssp245,2099,14.871399,NEX,MIROC6
ssp245,2100,15.98941,NEX,MIROC6
ssp370,2015,11.1528015,NEX,MIROC6
ssp370,2016,12.311371,NEX,MIROC6
ssp370,2017,13.7309265,NEX,MIROC6
ssp370,2018,14.033844,NEX,MIROC6
ssp370,2019,12.295502,NEX,MIROC6
ssp370,2020,11.862091,NEX,MIROC6
ssp370,2021,14.106506,NEX,MIROC6
ssp370,2022,13.2508545,NEX,MIROC6
ssp370,2023,12.064484,NEX,MIROC6
ssp370,2024,11.760162,NEX,MIROC6
ssp370,2025,12.098206,NEX,MIROC6
ssp370,2026,13.966858,NEX,MIROC6
ssp370,2027,13.220734,NEX,MIROC6
ssp370,2028,12.343201,NEX,MIROC6
ssp370,2029,12.860382,NEX,MIROC6
ssp370,2030,13.560333,NEX,MIROC6
ssp370,2031,13.468658,NEX,MIROC6
ssp370,2032,12.722473,NEX,MIROC6
ssp370,2033,13.0095825,NEX,MIROC6
ssp370,2034,13.511353,NEX,MIROC6
ssp370,2035,14.101044,NEX,MIROC6
ssp370,2036,14.905151,NEX,MIROC6
ssp370,2037,13.655975,NEX,MIROC6
ssp370,2038,13.541107,NEX,MIROC6
ssp370,2039,14.607422,NEX,MIROC6
ssp370,2040,13.5660095,NEX,MIROC6
ssp370,2041,13.4869995,NEX,MIROC6
ssp370,2042,12.210846,NEX,MIROC6
ssp370,2043,13.130585,NEX,MIROC6
ssp370,2044,13.741364,NEX,MIROC6
ssp370,2045,14.268311,NEX,MIROC6
ssp370,2046,14.638306,NEX,MIROC6
ssp370,2047,13.829651,NEX,MIROC6
ssp370,2048,14.2335205,NEX,MIROC6
ssp370,2049,14.504364,NEX,MIROC6
ssp370,2050,13.820068,NEX,MIROC6
ssp370,2051,15.352112,NEX,MIROC6
ssp370,2052,14.187988,NEX,MIROC6
ssp370,2053,14.780029,NEX,MIROC6
ssp370,2054,14.090485,NEX,MIROC6
ssp370,2055,14.695587,NEX,MIROC6
ssp370,2056,15.283417,NEX,MIROC6
ssp370,2057,13.208771,NEX,MIROC6
ssp370,2058,13.246033,NEX,MIROC6
ssp370,2059,13.611786,NEX,MIROC6
ssp370,2060,15.023407,NEX,MIROC6
ssp370,2061,15.234589,NEX,MIROC6
ssp370,2062,14.150696,NEX,MIROC6
ssp370,2063,14.830444,NEX,MIROC6
ssp370,2064,15.26532,NEX,MIROC6
ssp370,2065,15.148102,NEX,MIROC6
ssp370,2066,14.231354,NEX,MIROC6
ssp370,2067,14.616241,NEX,MIROC6
ssp370,2068,14.158844,NEX,MIROC6
ssp370,2069,16.330994,NEX,MIROC6
ssp370,2070,14.962341,NEX,MIROC6
ssp370,2071,14.078522,NEX,MIROC6
ssp370,2072,14.713745,NEX,MIROC6
ssp370,2073,14.949249,NEX,MIROC6
ssp370,2074,14.944794,NEX,MIROC6
ssp370,2075,15.055054,NEX,MIROC6
ssp370,2076,15.537537,NEX,MIROC6
ssp370,2077,15.148956,NEX,MIROC6
ssp370,2078,15.260925,NEX,MIROC6
ssp370,2079,16.130035,NEX,MIROC6
ssp370,2080,15.771027,NEX,MIROC6
ssp370,2081,14.482147,NEX,MIROC6
ssp370,2082,14.571075,NEX,MIROC6
ssp370,2083,13.870453,NEX,MIROC6
ssp370,2084,14.635559,NEX,MIROC6
ssp370,2085,15.085449,NEX,MIROC6
ssp370,2086,14.50592,NEX,MIROC6
ssp370,2087,15.344055,NEX,MIROC6
ssp370,2088,15.1875,NEX,MIROC6
ssp370,2089,15.151398,NEX,MIROC6
ssp370,2090,14.996185,NEX,MIROC6
ssp370,2091,16.06961,NEX,MIROC6
ssp370,2092,15.96106,NEX,MIROC6
ssp370,2093,14.988647,NEX,MIROC6
ssp370,2094,16.611053,NEX,MIROC6
ssp370,2095,17.414062,NEX,MIROC6
ssp370,2096,15.815247,NEX,MIROC6
ssp370,2097,15.664307,NEX,MIROC6
ssp370,2098,15.245422,NEX,MIROC6
ssp370,2099,15.651764,NEX,MIROC6
ssp370,2100,16.100616,NEX,MIROC6
ssp585,2015,11.929779,NEX,MIROC6
ssp585,2016,11.991089,NEX,MIROC6
ssp585,2017,12.4895935,NEX,MIROC6
ssp585,2018,13.07309,NEX,MIROC6
ssp585,2019,13.732758,NEX,MIROC6
ssp585,2020,13.523804,NEX,MIROC6
ssp585,2021,12.961121,NEX,MIROC6
ssp585,2022,12.740601,NEX,MIROC6
ssp585,2023,13.485931,NEX,MIROC6
ssp585,2024,13.633057,NEX,MIROC6
ssp585,2025,13.896454,NEX,MIROC6
ssp585,2026,13.416565,NEX,MIROC6
ssp585,2027,12.259674,NEX,MIROC6
ssp585,2028,13.302612,NEX,MIROC6
ssp585,2029,13.82782,NEX,MIROC6
ssp585,2030,12.953613,NEX,MIROC6
ssp585,2031,13.081024,NEX,MIROC6
ssp585,2032,12.9131775,NEX,MIROC6
ssp585,2033,12.037048,NEX,MIROC6
ssp585,2034,12.939484,NEX,MIROC6
ssp585,2035,13.713074,NEX,MIROC6
ssp585,2036,14.502747,NEX,MIROC6
